,_p,_v,_t
713,0.0159,1072.6,1589069099981
714,0.0159,765.2,1589069100055
715,0.0159,103411.7,1589069100114
716,0.01591,2631.5,1589069100160
717,0.0159,2043.9,1589069100161
718,0.01591,1072.6,1589069100392
719,0.0159,5027.1,1589069100395
720,0.01591,737.8,1589069100475
721,0.01591,420961.9,1589069100516
722,0.01591,200000.0,1589069100529
723,0.01591,20389.9,1589069100531
724,0.01592,86257.4,1589069100661
725,0.01592,125476.8,1589069100711
726,0.01592,29909.2,1589069100767
727,0.01592,175572.3,1589069100812
728,0.01592,5551.7,1589069100864
729,0.01592,19503.9,1589069101020
730,0.01592,10000.0,1589069101087
731,0.01592,4110.5,1589069101103
732,0.01591,5889.5,1589069101103
733,0.01593,5929.9,1589069101106
734,0.01592,36172.8,1589069101213
735,0.0159,5022.9,1589069101488
736,0.01591,1885.4,1589069101819
737,0.01591,60000.0,1589069101830
738,0.01591,5010.0,1589069102044
739,0.01592,753.7,1589069102349
740,0.01592,3139.7,1589069102389
741,0.01591,142.6,1589069102600
742,0.0159,4877.7,1589069102600
743,0.01591,6289.3,1589069103045
744,0.0159,5002.8,1589069103229
745,0.0159,5009.3,1589069103850
746,0.0159,152461.7,1589069104142
747,0.01589,274248.1,1589069104142
748,0.01589,4904.6,1589069104268
749,0.01588,2973.4,1589069104298
750,0.01588,107706.1,1589069104311
751,0.01588,193705.0,1589069104315
752,0.01589,59159.0,1589069104360
753,0.01589,2327.8,1589069104380
754,0.01588,855.9,1589069104385
755,0.01587,2379.9,1589069104385
756,0.01588,855.9,1589069104474
757,0.01588,64511.3,1589069104529
758,0.01588,31001.5,1589069104586
759,0.01588,10042.0,1589069104612
760,0.01588,10042.0,1589069104614
761,0.01588,10042.0,1589069104615
762,0.01588,10042.0,1589069104677
763,0.01588,4339.0,1589069104701
764,0.01587,5953.2,1589069104703
765,0.01587,93190.2,1589069104712
766,0.01588,3421.1,1589069104716
767,0.01589,26643.3,1589069104805
768,0.01588,10042.0,1589069104816
769,0.01587,155529.0,1589069104915
770,0.01589,16545.1,1589069104917
771,0.01589,5305.7,1589069104921
772,0.01589,104398.5,1589069104936
773,0.01589,11424.9,1589069105036
774,0.01588,24684.6,1589069105112
775,0.01586,6325.3,1589069105403
776,0.01586,6153.8,1589069105403
777,0.01588,45522.0,1589069105552
778,0.01588,15414.1,1589069105821
779,0.01589,5486.9,1589069105821
780,0.01586,5013.1,1589069105965
781,0.01589,755.1,1589069106249
