,_t,_o,_h,_l,_c,_v
230,1589273614040.0,72.0,72.01,72.0,72.0,85.77765
231,1589273656009.0,72.0,72.0,71.91,71.98,85.59105000000001
232,1589273795175.0,71.98,72.02,71.9,72.02,84.07029
233,1589273943529.0,72.02,72.09,72.0,72.09,83.33866000000002
234,1589274008551.0,72.09,72.15,72.07,72.15,88.53193
235,1589274010276.0,72.15,72.19,72.08,72.1,253.39914
236,1589274038030.0,72.1,72.26,72.07,72.23,84.55909
237,1589274198593.0,72.23,72.36,72.21,72.36,83.50472000000002
238,1589274224983.0,72.36,72.39,72.3,72.32,88.37177000000001
239,1589274271958.0,72.32,72.39,72.24,72.33,97.40165
240,1589274445448.0,72.33,72.39,72.32,72.33,88.12752
241,1589274463137.0,72.33,72.37,72.31,72.31,83.58017
242,1589274500997.0,72.31,72.31,72.18,72.18,83.40932
243,1589274607521.0,72.18,72.25,72.08,72.09,107.08156
244,1589274624901.0,72.09,72.11,72.04,72.1,101.52542
245,1589274628973.0,72.1,72.1,72.05,72.06,85.377
246,1589274634512.0,72.06,72.07,72.04,72.04,83.33914999999999
247,1589274645561.0,72.04,72.23,72.03,72.11,87.83824999999999
248,1589274790116.0,72.11,72.2,72.03,72.2,94.2743
249,1589274924553.0,72.2,72.2,72.08,72.17,83.78201
250,1589275040638.0,72.17,72.22,72.15,72.22,86.02007
251,1589275092084.0,72.22,72.24,72.16,72.24,95.12533
252,1589275131814.0,72.24,72.25,71.94,71.94,85.1496
253,1589275194272.0,71.94,71.98,71.93,71.93,85.06177
254,1589275211009.0,71.93,71.95,71.84,71.92,84.76428000000001
255,1589275228387.0,71.92,71.98,71.74,71.79,84.02323
